match,team,player,shirt_number,position,starter,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,keeperSaveValue,totalShots,goalsPrevented,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,totalCross,duelWon,onTargetScoringAttempt,interceptionWon,totalTackle,wonTackle,expectedGoals,expectedGoalsOnTarget,shotValueNormalized,aerialWon,duelLost,shotOffTarget,blockedScoringAttempt,totalClearance,fouls,keyPass,aerialLost,totalContest,goals,errorLeadToAShot,unsuccessfulTouch,wasFouled,accurateCross,wonContest,hitWoodwork,challengeLost,dispossessed,bigChanceCreated,bigChanceMissed,totalOffside,punches,outfielderBlock,clearanceOffLine,errorLeadToAGoal,totalKeeperSweeper,accurateKeeperSweeper,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,lastManTackle,ownGoals,crossNotClaimed,penaltyFaced,penaltyConceded,penaltyWon,penaltyMiss,penaltySave
13981585,Juventus,Jonathan David,30,F,False,10,7,1,0,1,1,1,6,9,1,0,0,0,30,18,6,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,54,5,40,26,38,2,0,0,0,0,0,0,0,0
13981585,Juventus,Edon Zhegrova,11,F,False,15,11,0,0,0,0,1,11,14,3,0,0,0,30,31,6,14,0,0,3,0,0,0,0,0,5,2,2,0,1,1,0,0,0,1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,147,15,80,18,57,3,0,0,0,0,0,0,0,0
13981585,Juventus,Filip Kostić,18,M,False,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Fabio Miretti,21,M,False,7,7,0,0,0,1,1,6,6,1,0,0,0,11,11,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,5,8,5,8,1,0,0,0,0,0,0,0,0
13981585,Juventus,João Mário,25,D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Vasilije Adžić,17,M,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Pedro Felipe,44,D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Mattia Perin,1,G,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Arkadiusz Milik,14,F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Simone Scaglia,42,G,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981585,Juventus,Jonas Rouhi,40,D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Mike Maignan,16,G,True,26,19,10,4,0,17,18,2,8,12,0,1,1,90,39,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,26,6,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Fikayo Tomori,23,D,True,57,54,4,3,0,33,34,21,23,1,0,0,0,86,70,7,5,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,99,15,54,12,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Koni De Winter,5,D,True,57,51,3,0,0,38,40,13,17,3,0,0,0,90,69,7,8,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,4,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,267,27,121,21,42,2,0,0,0,0,0,0,0,0
13981588,Milan,Strahinja Pavlović,31,D,True,30,26,3,2,0,20,21,6,9,4,0,0,0,90,49,6,9,0,0,0,0,0,0,0,0,0,6,0,2,2,1,0,0,0,1,7,0,0,5,0,0,2,3,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,95,10,49,38,52,2,0,0,0,0,0,0,0,0
13981588,Milan,Alexis Saelemaekers,56,M,True,29,25,0,0,0,14,15,11,14,2,0,0,0,76,44,7,8,0,0,1,0,0,0,0,0,2,6,0,0,3,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,124,12,46,36,36,1,0,0,0,0,0,0,0,0
13981588,Milan,Ruben Loftus-Cheek,8,M,True,28,26,1,0,0,4,4,22,24,1,0,0,0,71,41,6,5,0,0,2,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,5,0,1,1,2,1,1,0,0,0,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,70,9,42,21,32,2,0,0,0,0,0,0,0,0
13981588,Milan,Luka Modrić,14,M,True,50,42,6,5,0,14,15,28,35,2,0,0,0,70,63,7,13,0,0,1,0,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,170,19,102,30,41,2,0,0,0,0,0,0,0,0
13981588,Milan,Adrien Rabiot,12,M,True,48,38,2,0,1,17,17,21,31,5,0,0,0,90,62,6,14,0,0,3,0,0,0,0,0,1,10,0,1,1,0,0,0,0,6,6,3,0,1,1,1,2,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,134,16,52,21,22,1,0,0,0,0,0,0,0,0
13981588,Milan,Davide Bartesaghi,33,M,True,29,19,3,1,0,7,10,12,19,2,0,0,0,90,66,7,21,0,0,0,0,0,0,0,0,5,4,0,1,4,3,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,105,6,63,43,67,2,0,0,0,0,0,0,0,0
13981588,Milan,Christopher Nkunku,18,F,True,19,16,0,0,0,5,5,11,14,1,0,0,0,90,27,8,4,0,0,2,0,0,0,0,0,0,3,2,0,0,0,1,1,0,2,3,0,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,4,5,4,0,0,0,0,0,0,0,1,0,0
13981588,Milan,Christian Pulišić,11,F,True,20,15,1,0,0,7,8,8,12,2,0,0,0,76,37,7,16,0,0,1,0,0,0,0,0,2,5,1,0,1,1,0,0,0,3,5,0,0,1,1,0,1,2,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,15,46,18,23,1,0,0,0,0,0,0,0,0
13981588,Milan,Ardon Jashari,30,M,False,10,10,1,1,0,2,2,8,8,2,0,0,0,20,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,13,5,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Youssouf Fofana,19,M,False,7,4,2,0,0,2,3,2,4,3,0,0,0,19,9,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Zachary Athekame,24,D,False,4,4,0,0,0,1,1,3,3,0,0,0,0,14,7,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-5,-5,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Samuele Ricci,4,M,False,11,9,1,0,0,6,7,3,4,1,0,0,0,14,14,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,3,-1,5,0,0,0,0,0,0,0,0,0,0
13981588,Milan,David Odogu,27,D,False,1,1,0,0,0,1,1,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13981588,Milan,Alex Castiello,38,F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
