match,team,home_away,ballPossession,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,bigChanceMissed,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,goalsPrevented,diveSaves,highClaims,punches,goalKicks,errorsLeadToGoal,accurateThroughBall,redCards,penaltySaves
13981554,Torino,Home,36,1,1,8,3,2,16,308,24,6,2,4,0,2,2,3,5,1,0,14,1,1,242,9,52,56,36,1,48,5,31,15,2,14,3,48,20,0,0,0,1,0,8,0,0,0,0
13981554,Milan,Away,64,1,3,17,2,4,7,552,11,16,1,6,0,5,6,13,4,2,1,29,3,3,494,22,62,117,33,7,52,12,30,19,3,6,6,42,15,0,-1,0,0,2,3,0,1,0,0
13981553,Hellas Verona,Home,36,0,2,12,3,5,14,278,21,7,2,7,0,1,4,6,6,1,1,22,0,3,195,14,59,59,18,2,49,9,37,17,9,11,15,61,30,0,0,0,0,1,5,0,2,0,0
13981553,Atalanta,Away,64,1,2,12,4,5,7,488,15,13,1,5,0,2,5,9,3,1,1,30,4,1,396,29,42,63,28,4,51,9,36,21,10,9,10,52,16,0,0,0,1,0,5,0,0,0,0
13981555,Pisa,Home,60,1,2,14,1,6,15,418,13,7,2,2,0,9,3,10,4,0,2,32,2,0,337,25,76,88,32,18,51,3,23,24,3,9,4,37,23,0,0,0,1,0,8,0,0,1,0
13981555,Parma,Away,40,1,3,9,2,0,7,295,13,14,2,2,0,5,2,6,3,1,2,7,3,1,221,23,42,33,21,1,49,7,32,14,6,11,5,37,52,0,0,0,0,3,8,0,0,0,0
13981556,Lazio,Home,47,1,2,16,4,7,13,407,11,18,3,9,0,5,2,11,5,1,1,23,2,1,322,23,40,38,24,7,51,6,33,17,5,6,7,44,7,2,0,1,0,0,9,0,0,1,0
13981556,Bologna,Away,53,1,1,13,8,3,18,465,15,13,3,6,1,4,3,8,5,1,0,12,0,1,389,11,56,59,40,3,49,9,35,13,7,7,6,53,22,1,2,4,0,0,6,0,0,0,0
13981558,Sassuolo,Home,40,1,2,13,0,7,15,324,10,15,2,5,1,4,4,9,4,2,0,27,3,1,260,17,56,64,22,6,49,13,32,13,8,6,7,45,24,0,0,0,6,1,6,0,0,0,0
13981558,Fiorentina,Away,60,1,1,9,2,1,15,498,17,14,3,1,0,5,3,5,4,1,0,14,6,4,423,13,62,87,11,4,51,7,36,10,5,9,7,45,26,0,-2,1,0,0,6,2,0,0,0
13981552,Udinese,Home,58,1,1,23,4,6,16,420,20,12,1,6,0,9,8,16,7,1,0,38,3,3,337,21,56,91,18,10,58,8,36,32,4,14,14,54,20,0,0,1,0,1,3,0,0,0,0
13981552,Genoa,Away,42,1,3,12,5,2,12,312,17,15,0,6,0,5,1,7,5,2,1,16,2,3,241,19,49,44,15,2,42,11,35,14,2,8,6,43,34,0,0,0,3,0,13,0,0,0,0
13981563,Cremonese,Home,49,2,3,11,1,5,15,339,20,11,1,4,0,3,4,8,3,2,1,20,2,0,250,24,44,54,27,3,50,8,42,12,11,8,10,50,40,1,0,1,0,0,11,0,1,0,0
13981563,Lecce,Away,51,0,2,9,2,5,12,350,19,15,2,1,0,6,2,7,2,0,2,13,6,0,264,24,62,85,26,7,50,11,35,20,5,9,7,47,35,0,0,0,1,1,7,0,0,0,0
13981557,Napoli,Home,50,1,4,9,1,9,6,497,15,15,2,4,1,4,1,7,2,2,2,16,4,1,414,16,54,89,16,4,55,8,39,8,11,6,10,52,13,0,0,0,1,0,5,0,0,0,0
13981557,Juventus,Away,50,0,0,5,3,0,15,511,15,6,1,2,0,3,0,2,3,0,0,8,0,4,444,12,56,84,14,0,45,13,27,11,6,11,12,57,21,0,0,1,3,0,6,1,0,0,0
13981560,Cagliari,Home,47,1,4,15,2,4,18,361,23,16,2,8,0,4,3,10,5,1,3,21,4,4,283,18,42,63,32,3,58,7,48,12,10,14,9,48,22,0,0,0,1,0,6,0,1,0,0
13981560,Roma,Away,53,0,0,6,8,1,16,417,11,18,1,2,0,0,4,6,0,0,0,26,3,0,328,28,62,62,35,3,42,11,34,10,7,4,8,36,21,0,0,0,0,1,7,0,0,1,0
13981571,Fiorentina,Home,65,1,5,20,1,9,10,475,12,22,1,4,1,9,7,15,5,0,5,27,4,1,407,20,71,102,26,6,47,9,40,13,9,7,5,43,24,0,-1,1,0,1,7,0,1,0,0
13981571,Hellas Verona,Away,35,0,2,13,4,4,22,259,24,10,5,3,1,7,3,7,6,1,1,19,1,1,181,13,45,42,20,3,53,7,40,19,6,16,12,51,46,1,0,3,3,0,11,0,1,0,0
13981562,Milan,Home,59,1,4,13,1,7,12,537,17,12,1,5,0,5,3,9,4,2,2,36,3,2,476,23,60,97,17,6,58,5,34,17,5,10,4,44,23,1,0,0,2,0,4,0,0,0,0
13981562,Sassuolo,Away,41,1,2,8,2,3,12,377,16,12,3,3,1,2,3,5,3,2,0,17,0,1,318,14,34,66,16,4,42,10,32,5,5,13,14,46,30,1,-1,1,7,0,6,0,0,0,0
13981564,Genoa,Home,36,0,1,5,6,1,10,286,13,20,2,3,0,2,0,3,2,1,0,12,4,0,217,23,40,34,24,2,45,9,32,14,3,12,3,42,29,2,0,0,1,0,6,0,0,0,0
13981564,Inter,Away,64,1,4,18,2,6,20,532,18,10,3,8,0,2,8,9,9,0,4,25,2,1,452,23,52,141,20,4,55,8,35,21,7,15,8,44,19,0,0,0,1,0,5,0,1,0,0
13981570,Udinese,Home,38,1,3,18,0,1,16,322,18,9,1,5,1,6,7,7,11,0,3,20,3,1,245,10,35,83,19,1,51,7,30,18,5,6,11,43,32,1,0,0,1,1,12,0,0,0,0
13981570,Napoli,Away,62,0,1,7,4,3,9,518,11,16,0,0,1,6,1,5,2,0,1,19,2,1,426,17,65,89,20,2,49,13,31,15,4,6,7,47,12,0,0,1,1,0,8,0,0,0,0
13981577,Roma,Home,53,1,3,14,1,6,16,396,21,8,3,4,0,4,6,12,2,0,3,34,1,3,321,27,67,84,29,6,47,8,37,10,8,12,8,55,23,0,0,0,1,0,7,0,0,0,0
13981577,Como,Away,47,0,0,13,3,3,8,358,15,16,3,1,0,5,7,8,5,0,0,21,4,1,279,24,45,54,17,2,53,11,38,15,9,8,11,52,26,0,0,1,0,0,11,0,0,0,0
13981565,Bologna,Home,51,0,1,11,2,3,10,455,18,11,3,4,1,3,4,7,4,0,1,22,1,0,377,16,44,65,35,5,51,9,30,10,3,8,16,49,27,2,0,1,0,0,10,0,0,1,0
13981565,Juventus,Away,49,1,4,13,4,4,11,449,14,10,1,3,0,5,5,9,4,1,3,31,4,2,371,17,59,86,25,2,49,11,25,14,2,7,2,51,19,0,0,0,2,0,6,0,1,0,0
13981573,Torino,Home,46,1,2,18,3,6,20,398,21,13,1,6,0,4,8,15,3,1,1,34,1,1,314,23,65,76,47,5,43,12,39,18,5,11,5,55,36,0,0,1,2,1,5,0,0,0,0
13981573,Cremonese,Away,54,0,2,10,5,6,13,454,20,20,2,3,0,4,3,7,3,0,2,19,4,1,361,18,71,77,29,7,57,16,44,31,5,9,10,57,32,0,0,1,1,0,7,0,0,0,0
13981561,Lecce,Home,51,2,4,21,0,12,17,375,14,6,2,3,0,11,7,15,6,1,3,32,2,1,295,21,60,72,23,9,40,10,22,21,2,11,4,46,23,0,0,0,0,0,9,0,0,0,0
13981561,Pisa,Away,49,0,0,5,2,1,6,368,21,17,1,0,0,2,3,5,0,0,0,12,2,3,286,20,39,31,23,3,60,7,41,24,5,12,6,33,27,1,0,0,0,1,12,0,0,0,0
13981569,Atalanta,Home,59,2,4,17,0,5,13,547,14,15,1,8,0,5,4,12,5,1,3,29,1,0,468,19,70,123,16,1,44,10,32,12,7,7,8,41,24,0,0,0,0,0,6,0,1,0,0
13981569,Cagliari,Away,41,0,2,8,6,4,15,378,23,13,2,1,0,5,2,5,3,1,1,10,2,4,307,17,33,38,22,4,56,5,39,18,4,11,10,47,21,1,0,2,3,1,10,0,2,0,0
13981566,Parma,Home,47,1,0,19,3,4,14,367,6,8,2,5,0,9,5,13,6,0,0,26,0,2,316,16,47,66,20,9,44,7,19,18,7,1,8,38,21,1,0,2,0,0,6,1,0,0,0
13981566,Lazio,Away,53,1,4,15,6,4,8,435,12,14,1,5,0,6,4,9,6,1,3,17,3,0,368,11,63,69,21,7,56,1,33,15,9,6,5,38,39,1,0,2,3,1,12,0,0,2,0
13981568,Fiorentina,Home,63,3,6,20,3,1,10,590,11,8,3,7,3,10,3,11,9,2,4,29,5,0,532,17,49,132,19,3,48,5,28,11,10,3,3,36,23,0,0,0,1,0,7,0,4,0,0
13981568,Udinese,Away,37,0,1,11,1,4,8,334,10,10,1,4,1,5,2,8,3,0,1,17,1,2,271,13,42,60,22,4,52,7,31,12,11,8,10,35,16,0,-1,0,1,0,9,2,1,1,0
13981572,Lazio,Home,57,0,0,8,2,3,13,554,12,21,4,2,0,5,1,4,4,0,0,11,5,0,478,14,57,72,15,4,62,4,40,10,10,9,5,45,12,2,0,0,0,0,8,0,1,0,0
13981572,Cremonese,Away,43,0,1,9,2,0,21,412,8,13,3,2,0,4,3,1,8,0,1,4,2,2,334,21,41,21,20,2,38,8,22,9,4,5,3,52,18,0,0,0,2,1,4,0,0,1,0
13981580,Sassuolo,Home,53,0,1,7,4,2,15,462,6,17,3,1,0,5,1,5,2,0,1,18,0,3,376,22,61,69,27,2,39,13,24,16,3,4,9,51,21,1,0,1,2,1,7,0,0,0,0
13981580,Torino,Away,47,1,4,10,1,3,17,398,22,14,1,5,0,4,1,6,4,1,3,11,4,0,306,19,48,46,18,3,61,4,38,25,2,16,8,53,37,0,0,0,0,1,7,0,0,0,0
13981581,Cagliari,Home,59,1,1,14,1,2,15,401,15,20,3,5,0,4,5,5,9,1,0,17,3,2,315,23,50,47,32,1,53,9,41,15,7,6,5,36,38,0,0,0,3,1,13,0,0,0,0
13981581,Pisa,Away,41,2,3,15,3,6,20,264,14,14,2,3,0,7,5,14,1,1,2,31,4,0,194,15,55,53,26,4,47,5,28,21,0,9,11,49,25,0,0,1,3,0,5,0,0,0,0
14844287,Inter,Home,68,1,2,21,1,11,11,516,18,14,2,7,0,9,5,13,8,1,1,38,6,3,439,25,69,126,14,11,57,6,39,26,8,9,3,52,24,0,0,0,0,1,3,0,0,0,0
14844287,Lecce,Away,32,0,0,10,6,3,14,253,16,11,1,1,0,2,7,6,4,0,0,11,2,1,162,15,39,34,17,1,43,8,31,18,6,11,3,49,46,1,1,2,1,2,13,0,0,0,0
14844295,Napoli,Home,69,1,1,16,1,7,11,712,11,12,1,4,0,5,7,13,3,0,1,45,3,1,639,20,93,222,11,12,57,5,30,17,8,8,6,51,8,0,0,0,0,0,0,0,2,0,0
14844295,Parma,Away,31,0,0,4,4,1,12,326,10,11,3,1,0,0,3,1,3,0,0,4,0,0,246,9,32,34,17,0,43,7,24,11,3,6,7,41,44,0,1,1,2,1,13,0,1,0,0
14844293,Hellas Verona,Home,39,1,4,15,2,4,13,342,18,14,1,5,0,4,6,10,5,0,4,20,0,5,253,13,47,46,16,4,57,9,38,34,9,9,7,41,32,0,-1,0,0,0,10,0,0,0,0
14844293,Bologna,Away,61,0,0,14,3,5,14,532,10,13,2,5,0,7,2,6,8,0,0,23,5,2,436,25,57,68,40,5,43,12,27,27,5,5,5,42,16,0,-1,1,1,0,5,0,0,0,0
13981579,Genoa,Home,29,0,2,6,3,6,11,220,16,19,1,3,1,3,0,6,0,0,2,17,2,1,161,10,39,33,31,6,50,12,40,13,5,10,7,34,29,1,0,0,0,1,18,1,0,1,0
13981579,Atalanta,Away,71,1,2,16,3,10,19,542,21,11,2,4,0,9,3,12,4,1,1,30,3,0,486,17,65,207,24,9,50,6,39,13,8,11,10,40,18,0,0,1,1,0,3,0,0,0,0
14844296,Como,Home,68,1,2,18,1,8,7,659,12,5,1,8,1,7,3,10,8,1,1,30,2,0,617,17,51,148,16,7,48,14,29,8,12,5,7,41,18,0,-1,0,0,0,4,0,2,0,0
14844296,Milan,Away,32,1,2,7,8,4,5,320,20,6,0,4,0,3,0,4,3,1,1,10,1,3,254,11,34,36,13,2,52,7,32,8,5,8,7,42,34,0,1,4,1,0,13,0,1,0,0
13981575,Juventus,Home,41,2,6,13,4,2,14,398,25,13,2,9,1,3,1,9,4,2,4,28,2,2,321,29,51,94,12,1,54,7,44,17,7,16,5,50,20,1,0,0,0,0,6,1,2,0,0
13981575,Roma,Away,59,1,1,14,7,4,13,575,20,14,3,5,0,5,4,9,5,1,0,30,2,0,505,23,71,168,14,2,46,16,38,15,5,16,8,51,23,0,0,1,0,0,4,0,0,0,0
13981584,Torino,Home,56,1,5,19,2,6,14,467,10,13,3,10,0,4,5,11,8,1,4,35,3,1,380,24,65,95,27,9,55,2,29,15,7,6,10,43,10,0,0,0,0,0,3,0,0,0,0
13981584,Cagliari,Away,44,0,2,9,9,2,13,386,12,14,0,4,0,3,2,4,5,1,1,11,3,0,299,12,46,40,22,2,45,6,31,5,6,9,14,40,35,1,2,2,1,0,9,0,1,0,0
13981587,Parma,Home,42,0,2,13,4,5,10,326,16,15,2,2,0,8,3,9,4,1,1,24,1,0,261,18,51,76,34,5,51,9,35,15,7,8,7,50,31,0,1,3,1,0,13,0,0,0,0
13981587,Fiorentina,Away,58,1,1,23,1,6,15,452,17,10,2,4,0,12,7,14,9,0,1,35,4,3,392,21,76,113,25,9,49,5,36,13,10,15,9,56,19,1,0,0,1,0,10,0,0,0,0
13981589,Bologna,Home,58,0,2,16,4,2,18,455,16,19,2,6,0,8,2,8,8,1,1,23,2,2,384,18,78,103,28,7,50,6,43,9,8,11,10,54,14,2,1,2,0,0,4,0,1,0,0
13981589,Sassuolo,Away,42,1,4,8,4,3,19,336,14,18,3,5,1,3,0,7,1,1,3,13,0,3,254,19,40,29,24,2,50,9,37,16,6,12,9,53,34,1,0,0,2,0,11,0,2,0,0
13981582,Cremonese,Home,47,0,0,6,6,1,13,409,13,8,2,2,0,3,1,3,3,0,0,10,4,3,326,15,58,69,27,3,45,7,25,9,5,10,11,53,14,0,0,2,2,0,11,0,0,0,0
13981582,Napoli,Away,53,2,3,22,2,10,8,463,10,13,2,8,0,9,5,12,10,2,1,30,4,2,390,21,52,114,22,5,55,7,33,9,10,4,6,55,22,0,0,0,1,1,4,0,0,0,0
13981591,Atalanta,Home,45,0,3,7,3,4,8,426,12,12,2,0,0,4,3,3,4,0,3,14,1,3,358,13,49,84,44,4,48,6,29,8,8,7,11,45,26,1,0,1,0,0,12,1,0,0,0
13981591,Inter,Away,55,1,3,15,0,7,12,528,17,8,1,4,0,7,4,11,4,1,2,27,2,2,461,17,68,102,24,4,52,4,31,9,7,9,6,48,23,0,0,0,0,0,5,0,1,0,0
13981590,Lecce,Home,38,0,2,11,3,4,10,281,20,24,2,5,0,4,2,6,5,0,2,22,6,2,207,14,35,57,19,4,62,5,49,12,7,11,15,42,27,0,0,1,1,0,11,1,0,0,0
13981590,Como,Away,62,1,4,12,5,6,24,462,9,10,4,6,0,3,3,9,3,2,2,27,1,2,395,20,40,52,13,4,38,11,29,9,10,6,9,54,26,0,1,0,1,0,7,0,1,0,0
13981583,Udinese,Home,46,0,0,15,1,5,19,367,14,14,3,4,0,7,4,8,7,0,0,23,2,0,300,13,35,67,13,5,47,3,32,13,5,10,1,43,24,0,0,0,0,0,6,0,0,0,0
13981583,Lazio,Away,54,0,1,14,3,6,14,432,11,19,4,1,1,5,8,5,9,0,1,16,3,3,379,12,46,58,31,2,53,5,31,19,4,5,9,42,27,1,0,2,0,2,8,0,0,0,0
13981586,Roma,Home,61,1,3,16,1,6,13,563,21,13,0,8,1,3,5,14,2,2,1,40,0,1,476,20,49,131,21,2,49,16,36,18,3,17,14,52,21,1,0,0,0,0,4,0,0,0,0
13981586,Genoa,Away,39,0,1,10,5,1,13,371,22,13,1,2,0,5,3,8,2,0,1,15,2,3,282,27,50,53,15,3,51,11,42,14,8,19,14,46,19,0,0,2,0,0,10,2,1,0,0
13981585,Pisa,Home,41,0,1,8,5,2,10,337,12,12,4,0,2,6,2,6,2,0,1,18,2,1,257,23,45,68,27,4,47,12,27,20,3,9,13,47,35,1,0,1,2,2,11,0,0,0,0
13981585,Juventus,Away,59,1,1,15,0,8,12,502,17,10,1,7,1,4,4,8,7,1,0,45,2,1,418,25,52,140,24,2,53,5,31,22,5,12,5,47,27,0,0,0,0,0,7,0,0,0,0
13981588,Milan,Home,52,2,4,11,1,7,5,426,15,14,0,5,1,5,1,7,4,3,1,21,5,1,359,21,44,72,16,4,59,11,31,19,2,8,10,41,17,0,0,0,0,0,5,0,0,0,0
13981588,Hellas Verona,Away,48,0,0,9,2,3,15,393,18,5,1,1,0,4,4,3,6,0,0,13,1,1,329,19,52,71,22,5,41,9,25,10,2,12,9,40,26,0,0,2,0,2,7,0,0,0,0
13981598,Genoa,Home,62,0,0,12,1,2,9,439,15,17,1,4,0,5,3,8,4,0,0,17,2,4,356,24,47,86,24,7,54,13,37,37,6,10,6,46,42,0,0,0,0,1,9,1,0,0,0
13981598,Pisa,Away,38,0,3,10,3,7,17,259,22,9,3,2,1,4,4,6,4,1,2,21,1,1,177,16,59,62,32,5,46,7,34,29,3,16,12,42,37,0,1,2,2,0,10,0,0,0,0
13981595,Sassuolo,Home,53,0,1,11,4,4,12,503,13,7,2,3,1,5,3,6,5,0,1,26,0,2,446,21,81,173,17,5,40,9,25,9,5,5,6,48,35,0,0,0,1,2,4,1,1,0,0
13981595,Parma,Away,47,1,2,16,2,7,7,448,21,12,1,5,0,4,7,8,8,0,2,20,1,0,381,17,54,86,22,4,60,7,39,11,6,12,11,45,23,0,0,0,0,0,10,0,2,0,0
13981602,Cagliari,Home,46,0,0,6,3,6,10,447,22,8,2,1,0,4,1,4,2,0,0,14,0,0,389,14,47,54,21,2,46,3,38,6,8,17,5,44,20,0,0,2,0,0,7,0,0,0,0
13981602,Milan,Away,54,0,1,11,1,7,8,538,14,10,1,4,0,4,3,7,4,1,0,28,4,2,470,23,60,102,30,6,54,10,31,20,7,6,9,45,26,1,0,0,0,0,6,0,0,0,0
13981600,Como,Home,62,2,3,15,0,3,12,566,26,14,1,3,1,7,5,11,4,1,2,39,3,0,474,18,57,123,18,2,53,9,42,12,4,17,8,64,15,1,0,0,1,0,4,0,1,0,0
13981600,Udinese,Away,38,0,1,3,2,2,15,346,14,12,3,0,0,3,0,2,1,0,1,9,0,3,263,19,33,27,19,3,47,19,33,14,10,12,13,60,30,1,0,1,0,0,8,0,0,0,0
13981597,Inter,Home,58,2,9,19,1,7,20,460,17,21,3,10,1,5,4,15,4,2,7,30,4,3,392,19,48,68,20,5,51,12,40,16,4,10,6,55,9,1,0,0,0,0,5,0,1,0,0
13981597,Bologna,Away,42,0,2,6,7,1,21,340,21,20,3,2,0,3,1,4,2,1,1,10,2,0,266,18,33,31,29,3,49,8,41,12,2,9,9,49,34,1,0,1,1,0,7,0,0,0,0
13981599,Fiorentina,Home,65,2,2,22,2,7,10,518,9,19,1,8,1,4,10,13,9,1,1,44,8,0,442,28,53,144,19,2,57,2,33,8,5,3,8,43,18,0,0,1,0,0,7,0,1,0,0
13981599,Cremonese,Away,35,0,1,6,7,3,19,283,8,10,2,2,0,3,1,3,3,0,1,9,0,1,201,15,34,19,17,3,43,5,18,13,1,2,10,40,48,1,0,3,3,2,10,0,0,0,0
13981596,Juventus,Home,72,2,6,25,0,10,6,675,20,6,0,5,2,8,12,16,9,1,5,64,3,4,600,32,69,216,17,9,52,13,40,14,15,10,3,61,4,0,0,0,0,0,4,1,3,0,0
13981596,Lecce,Away,28,0,0,6,4,1,7,276,30,6,3,1,0,3,2,1,5,0,0,6,0,0,208,14,37,43,14,0,48,12,41,8,6,15,7,50,60,2,0,2,0,1,14,0,0,0,1
13981594,Atalanta,Home,45,1,3,13,3,7,16,384,28,15,1,2,0,3,8,8,5,1,2,24,1,2,296,22,72,95,25,1,56,13,54,15,13,16,8,51,29,1,0,0,0,1,3,0,1,0,0
13981594,Roma,Away,55,0,1,10,1,5,15,462,20,16,2,4,0,3,3,7,3,0,1,27,1,1,376,14,52,83,29,2,44,14,40,15,5,13,7,43,26,0,0,1,1,0,9,1,0,0,0
13981592,Lazio,Home,35,0,1,5,1,2,10,347,19,13,4,0,1,3,2,5,0,0,1,12,1,1,298,9,26,44,27,6,56,5,34,4,4,14,6,26,27,1,-1,0,0,1,11,0,0,2,0
13981592,Napoli,Away,65,1,4,14,0,6,13,650,8,10,1,3,1,8,3,11,3,2,2,29,3,0,601,17,36,85,16,9,44,6,25,5,8,5,1,43,6,1,0,0,0,1,2,0,0,1,0
13981593,Hellas Verona,Home,48,0,0,7,2,4,13,397,15,7,0,3,0,2,2,3,4,0,0,18,1,0,298,21,57,86,20,1,45,10,31,24,9,12,10,57,37,0,-1,1,2,1,6,1,0,0,0
13981593,Torino,Away,52,1,2,21,3,7,7,444,26,13,2,5,0,7,9,9,12,2,0,15,0,2,343,17,56,47,21,2,55,9,46,22,8,14,14,60,28,0,0,0,3,0,7,0,0,0,0
13981604,Lecce,Home,51,0,1,6,1,2,10,415,14,20,3,1,0,1,4,2,4,0,1,12,5,2,314,26,68,76,22,2,45,20,39,15,7,8,12,55,27,0,0,1,0,0,11,0,0,0,0
13981604,Roma,Away,49,1,3,10,1,2,20,408,29,10,1,3,0,5,2,6,4,1,2,19,2,2,307,28,61,102,26,0,55,3,47,18,8,18,14,62,28,0,0,0,0,1,10,0,0,0,0
13981601,Bologna,Home,53,1,1,11,3,6,16,415,11,15,0,2,1,5,4,9,2,0,1,22,1,1,318,18,47,61,21,5,41,9,26,17,4,6,4,52,35,0,0,1,0,0,4,0,0,0,0
13981601,Atalanta,Away,47,1,2,11,2,6,15,385,16,16,0,5,0,4,2,7,4,1,1,27,4,5,283,25,51,86,22,3,59,5,33,28,2,10,8,53,29,0,0,1,2,1,4,0,0,0,0
13981609,Pisa,Home,27,1,2,10,5,1,9,221,20,12,2,4,0,3,3,8,2,0,2,21,2,2,147,16,44,40,25,1,56,4,39,26,8,13,9,43,34,0,-1,2,0,0,14,0,1,0,0
13981609,Como,Away,73,1,3,15,4,5,13,595,17,8,2,7,0,7,1,10,5,2,1,32,3,0,526,15,74,135,14,5,44,9,34,18,9,8,6,55,27,1,0,0,2,1,6,0,0,0,1
13981607,Napoli,Home,70,1,3,15,2,6,7,679,8,15,0,4,0,6,5,11,4,2,1,26,4,2,597,23,74,121,6,6,56,10,24,28,3,4,6,48,17,0,0,0,0,0,7,0,2,0,0
13981607,Hellas Verona,Away,30,1,2,11,2,1,15,305,20,6,3,4,0,5,2,2,9,1,1,10,2,1,227,8,56,55,15,1,44,3,26,15,3,13,13,51,38,0,0,1,0,1,12,1,1,0,0
14844437,Milan,Home,61,2,1,32,1,12,12,558,14,8,4,8,2,9,15,25,7,0,1,56,4,1,499,18,71,199,20,14,53,7,26,24,5,8,5,38,8,0,0,0,1,0,5,0,0,0,0
14844437,Genoa,Away,39,1,2,7,7,1,8,371,12,11,1,2,0,3,2,5,2,1,1,13,1,1,299,17,35,38,22,4,47,5,27,18,6,6,7,36,51,1,1,0,0,1,11,0,0,0,0
14844436,Cremonese,Home,44,1,4,12,3,2,16,405,11,12,2,5,0,5,2,8,4,2,2,14,3,0,326,15,41,55,17,3,44,5,26,14,4,6,4,37,35,0,0,1,0,0,14,0,0,0,0
14844436,Cagliari,Away,56,1,2,21,3,4,12,517,11,16,2,5,0,9,7,13,8,0,2,37,0,1,453,20,56,102,26,9,56,7,31,20,6,5,3,39,28,1,0,0,0,0,7,2,1,0,0
13981610,Parma,Home,37,0,0,4,6,1,4,386,12,20,1,0,1,3,1,3,1,0,0,7,1,1,298,13,43,58,16,3,49,11,32,6,2,7,13,41,22,0,0,2,1,0,14,0,0,0,0
13981610,Inter,Away,63,2,4,26,0,3,20,662,18,4,3,8,2,11,7,16,10,2,2,44,1,1,591,16,85,206,16,9,51,5,23,17,3,11,9,54,18,0,0,0,0,0,5,0,0,0,0
13981611,Torino,Home,54,1,4,10,2,3,16,444,19,8,2,4,0,5,1,7,3,1,3,20,1,1,354,13,65,92,44,6,53,3,33,24,7,10,8,50,22,0,0,1,1,0,5,0,0,0,0
13981611,Udinese,Away,46,2,3,9,3,6,8,391,10,16,1,4,0,3,2,9,0,2,1,31,0,0,298,24,46,71,18,3,47,10,31,19,10,7,8,43,37,0,0,1,1,0,8,0,0,0,0
13981605,Lazio,Home,49,2,4,17,3,8,11,438,12,14,3,9,0,2,6,12,5,2,2,37,5,0,374,15,55,90,18,5,49,6,32,4,5,9,7,50,13,1,0,0,0,0,3,0,4,0,0
13981605,Fiorentina,Away,51,1,3,8,6,2,15,475,16,10,5,5,0,1,2,6,2,2,1,17,2,1,423,11,47,68,26,2,51,7,29,9,2,12,4,43,33,0,0,0,1,0,5,0,1,0,0
13981608,Sassuolo,Home,44,0,0,6,8,5,3,482,9,12,0,2,0,4,0,2,4,0,0,13,2,1,397,13,42,67,22,2,55,9,27,11,6,5,12,44,20,3,0,1,5,0,7,1,0,0,0
13981608,Juventus,Away,56,2,4,17,2,5,12,621,15,3,0,10,0,6,1,13,4,2,2,32,0,0,554,17,74,222,18,2,45,6,22,9,4,10,11,53,9,2,0,2,0,0,7,0,0,0,0
13981618,Inter,Home,50,1,2,13,1,4,12,486,21,10,0,4,1,4,5,10,3,1,1,27,3,2,420,18,66,141,31,1,54,11,34,10,4,13,10,51,15,2,0,0,0,0,4,0,2,0,0
13981618,Napoli,Away,50,0,3,7,2,1,11,487,13,12,2,3,1,3,1,5,2,2,1,20,2,1,406,18,34,48,18,3,46,15,24,13,3,6,6,52,20,0,0,0,3,0,8,1,0,0,0
13981615,Hellas Verona,Home,36,0,1,10,2,2,12,391,15,7,2,2,0,6,2,6,4,0,1,19,1,1,298,18,57,64,16,2,42,6,28,14,7,9,15,53,16,1,0,2,1,0,7,0,1,0,0
13981615,Lazio,Away,64,0,2,11,2,1,7,701,13,12,1,2,0,7,2,6,5,0,2,23,3,0,605,21,68,82,32,3,58,6,32,27,7,10,7,50,23,0,0,1,0,0,8,0,0,0,0
13981621,Lecce,Home,41,0,1,10,1,3,16,284,20,17,3,1,1,6,3,6,4,1,0,17,5,0,213,23,46,62,20,5,49,5,44,16,9,10,4,52,35,2,-1,0,2,1,4,0,0,2,0
13981621,Parma,Away,59,1,3,12,0,3,17,412,19,16,1,2,2,6,4,6,6,1,2,14,3,2,347,29,51,65,20,2,51,8,44,19,9,14,7,52,20,0,0,0,2,1,7,0,0,0,0
13981616,Como,Home,59,0,1,12,1,4,14,437,18,3,3,3,1,9,0,10,2,0,1,25,0,2,365,30,66,79,27,5,51,8,29,14,8,10,3,48,17,0,0,0,0,0,3,2,0,0,0
13981616,Bologna,Away,41,1,3,7,2,2,3,302,15,14,3,2,0,2,3,7,0,0,3,19,1,4,223,20,37,25,35,5,49,11,32,10,4,9,9,43,24,1,0,0,2,0,15,0,0,1,0
13981614,Fiorentina,Home,52,1,5,20,2,8,10,429,10,14,2,7,1,6,7,16,4,1,4,32,2,1,384,10,31,103,22,6,53,6,33,10,10,7,6,46,15,0,0,0,1,0,10,0,1,0,0
13981614,Milan,Away,48,1,3,13,6,5,14,401,13,10,3,3,0,7,3,9,4,1,2,23,2,0,345,11,43,85,20,9,47,3,30,8,8,8,3,47,20,2,1,0,2,1,8,0,1,0,0
