match,team,player,type,situation,time_seconds,start_coord_x,start_coord_y,start_coord_z,goal_coord_x,goal_coord_y,goal_coord_z,block_coord_x,block_coord_y,block_coord_z
13981431,Sassuolo,Daniel Boloca,miss,fast-break,5614,15.3,46.2,0,0,42.5,93.1,,,
13981431,Napoli,Frank Anguissa,miss,assisted,5478,15.1,54.8,0,0,42.0,62.5,,,
13981431,Sassuolo,Andrea Pinamonti,miss,fast-break,5250,25.8,49.3,0,0,35.6,87.5,,,
13981431,Sassuolo,Alieu Fadera,block,fast-break,4999,7.0,31.2,0,0,52.3,19.0,5.9,33.7,0.0
13981431,Sassuolo,Daniel Boloca,miss,assisted,4283,23.1,33.1,0,0,30.4,40.3,,,
13981431,Sassuolo,Tarik Muharemović,save,assisted,3879,26.8,35.4,0,0,50.4,13.9,2.4,48.9,0.0
13981431,Napoli,Matteo Politano,block,assisted,3822,25.4,60.0,0,0,53.0,19.0,22.8,58.7,0.0
13981431,Napoli,Lorenzo Lucca,block,assisted,3555,19.8,62.3,0,0,47.0,19.0,16.7,60.8,0.0
13981431,Napoli,Kevin De Bruyne,goal,free-kick,3388,18.4,4.1,0,0,46.1,21.5,,,
13981431,Napoli,Lorenzo Lucca,save,regular,3273,3.5,47.7,0,0,46.6,3.2,0.7,49.3,0.0
13981431,Napoli,Matteo Politano,block,assisted,3271,13.6,50.8,0,0,49.7,19.0,11.4,50.7,0.0
13981431,Sassuolo,Domenico Berardi,miss,regular,3139,9.6,27.7,0,0,42.4,22.2,,,
13981431,Napoli,Kevin De Bruyne,block,free-kick,2981,25.7,42.9,0,0,47.9,19.0,16.4,46.2,0.0
13981431,Napoli,Scott McTominay,post,regular,2747,21.5,44.0,0,0,47.7,38.6,,,
13981431,Sassuolo,Josh Doig,save,fast-break,2542,13.6,19.5,0,0,47.7,3.8,1.5,47.1,0.0
13981431,Napoli,Scott McTominay,save,regular,1286,26.4,45.7,0,0,48.5,2.5,2.7,49.8,0.0
13981431,Napoli,Scott McTominay,goal,assisted,970,8.4,55.5,0,0,46.4,23.4,,,
13981431,Napoli,Matteo Politano,block,assisted,858,15.9,70.6,0,0,50.6,19.0,13.4,67.3,0.0
13981431,Napoli,Amir Rrahmani,miss,corner,699,8.6,40.9,0,0,38.0,5.6,,,
13981431,Napoli,Kevin De Bruyne,miss,regular,26,14.9,50.8,0,0,50.1,77.8,,,
13981422,Genoa,Nicolae Stanciu,miss,free-kick,4882,18.7,70.9,0,0,43.9,26.4,,,
13981422,Genoa,Aarón Martín,save,regular,3853,18.9,27.4,0,0,52.6,19.0,1.6,47.5,0.0
13981422,Lecce,Tete Morente,miss,corner,3372,9.5,54.0,0,0,37.5,11.1,,,
13981422,Genoa,Nicolae Stanciu,block,assisted,3111,24.8,60.3,0,0,51.0,19.0,22.0,59.0,0.0
13981422,Lecce,Francesco Camarda,miss,assisted,2752,10.4,41.3,0,0,11.9,8.3,1.0,72.0,0.0
13981422,Genoa,Valentín Carboni,save,assisted,2470,15.5,52.7,0,0,54.2,1.3,1.0,50.0,0.0
13981422,Lecce,Antonino Gallo,miss,assisted,2078,4.4,33.7,0,0,0.7,11.1,3.8,100.0,0.0
13981422,Genoa,Nicolae Stanciu,miss,fast-break,1899,10.2,35.8,0,0,40.7,70.8,,,
13981422,Lecce,Lameck Banda,block,assisted,1636,20.7,27.1,0,0,52.1,19.0,17.9,30.0,0.0
13981422,Lecce,Danilo Veiga,block,corner,280,5.2,37.4,0,0,50.3,19.0,2.9,42.8,0.0
13981422,Lecce,Tete Morente,block,regular,231,11.9,37.8,0,0,48.0,19.0,7.0,43.7,0.0
13981422,Lecce,Tete Morente,block,regular,20,24.3,50.3,0,0,50.6,19.0,21.1,50.2,0.0
13981439,Milan,Alexis Saelemaekers,block,corner,5592,2.1,60.1,0,0,45.8,19.0,1.4,58.1,0.0
13981439,Milan,Santiago Giménez,save,corner,5591,3.8,51.9,0,0,48.1,19.0,1.9,51.9,0.0
13981439,Milan,Alexis Saelemaekers,block,assisted,5524,12.3,65.6,0,0,49.0,19.0,10.9,63.9,0.0
13981439,Milan,Ruben Loftus-Cheek,block,assisted,5514,4.2,44.4,0,0,50.7,19.0,3.5,45.2,0.0
13981439,Milan,Ardon Jashari,block,assisted,5460,24.3,37.7,0,0,48.5,19.0,20.5,39.9,0.0
13981439,Milan,Ruben Loftus-Cheek,miss,assisted,4742,12.6,59.1,0,0,42.4,9.7,,,
13981439,Milan,Christian Pulišić,miss,assisted,3780,13.8,35.6,0,0,40.5,43.1,,,
13981439,Cremonese,Federico Bonazzoli,goal,assisted,3634,10.5,56.8,0,0,46.8,14.6,,,
13981439,Milan,Youssouf Fofana,miss,assisted,3320,18.5,48.5,0,0,45.2,81.9,,,
13981439,Milan,Matteo Gabbia,block,corner,3218,4.0,42.5,0,0,52.5,19.0,3.2,43.5,0.0
13981439,Milan,Youssouf Fofana,save,assisted,3185,14.2,47.4,0,0,52.2,4.4,0.90000000000001,51.3,0.0
13981439,Milan,Christian Pulišić,save,corner,3138,17.6,45.6,0,0,48.7,2.5,1.4,49.1,0.0
13981439,Milan,Luka Modrić,save,assisted,3107,23.1,51.5,0,0,49.3,31.0,0.90000000000001,51.8,0.0
13981439,Milan,Youssouf Fofana,miss,assisted,3008,24.3,43.8,0,0,39.3,68.1,,,
13981439,Milan,Santiago Giménez,miss,regular,2897,4.2,65.2,0,0,41.7,65.3,,,
13981439,Milan,Fikayo Tomori,save,assisted,2783,10.5,64.6,0,0,51.3,5.7,1.2,53.6,0.0
13981439,Milan,Strahinja Pavlović,goal,assisted,2758,5.4,55.0,0,0,47.3,18.4,,,
13981439,Milan,Santiago Giménez,miss,corner,2609,8.6,63.4,0,0,62.4,26.4,,,
13981439,Cremonese,Federico Baschirotto,goal,corner,1638,9.5,46.2,0,0,53.1,21.5,,,
13981439,Milan,Ruben Loftus-Cheek,miss,assisted,1533,11.3,62.8,0,0,74.8,5.6,,,
13981439,Cremonese,Giuseppe Pezzella,miss,assisted,1416,9.1,27.8,0,0,58.3,11.1,,,
13981439,Cremonese,Federico Bonazzoli,save,assisted,1329,12.2,68.3,0,0,45.8,13.9,1.2,52.3,0.0
13981439,Milan,Youssouf Fofana,block,assisted,1297,18.4,53.0,0,0,48.8,19.0,9.7,52.2,0.0
13981439,Milan,Ruben Loftus-Cheek,block,assisted,983,10.6,56.7,0,0,49.8,19.0,7.3,54.7,0.0
13981439,Milan,Pervis Estupiñán,miss,corner,950,29.1,58.7,0,0,42.0,8.3,,,
13981439,Milan,Luka Modrić,block,assisted,869,25.4,51.5,0,0,51.8,19.0,20.8,50.9,0.0
13981439,Milan,Matteo Gabbia,miss,corner,298,7.5,61.0,0,0,59.7,8.3,2.9,50.2,0.0
13981439,Milan,Santiago Giménez,block,assisted,232,11.3,64.6,0,0,53.4,19.0,9.2,61.2,0.0
13981428,Roma,Paulo Dybala,block,assisted,5478,12.5,39.9,0,0,51.0,19.0,9.0,42.4,0.0
13981428,Bologna,Santiago Castro,miss,set-piece,5420,7.5,48.5,0,0,34.6,4.2,,,
13981428,Bologna,Riccardo Orsolini,miss,fast-break,4912,20.2,41.0,0,0,38.3,5.6,,,
13981428,Bologna,Riccardo Orsolini,miss,corner,4831,13.6,57.9,0,0,55.3,68.1,,,
13981428,Bologna,Federico Bernardeschi,block,assisted,4799,15.0,55.6,0,0,52.2,19.0,11.9,54.0,0.0
13981428,Roma,Paulo Dybala,save,assisted,4503,16.6,59.4,0,0,52.9,13.9,2.3,51.6,0.0
13981428,Bologna,Tommaso Pobega,miss,set-piece,4050,23.1,61.7,0,0,39.5,18.1,11.6,63.9,0.0
13981428,Roma,Matías Soulé,miss,fast-break,3942,18.2,64.6,0,0,58.0,90.3,,,
13981428,Bologna,Santiago Castro,miss,assisted,3782,9.5,43.9,0,0,53.8,81.9,,,
13981428,Roma,Manu Koné,miss,fast-break,3721,9.5,45.4,0,0,57.6,5.6,,,
13981428,Roma,Stephan El Shaarawy,miss,regular,3370,30.0,49.3,0,0,40.0,4.2,15.0,55.4,0.0
13981428,Bologna,Riccardo Orsolini,save,assisted,3319,12.0,74.7,0,0,49.9,19.6,1.2,53.4,0.0
13981428,Roma,Wesley,goal,regular,3128,8.0,64.0,0,0,53.5,3.2,,,
13981428,Bologna,Santiago Castro,post,assisted,2837,13.2,85.7,0,0,52.2,39.9,,,
13981428,Roma,Wesley,miss,fast-break,2787,20.1,67.6,0,0,70.4,6.9,,,
13981428,Bologna,Santiago Castro,miss,assisted,2592,20.3,67.3,0,0,49.2,69.4,,,
13981428,Roma,Wesley,miss,assisted,2261,23.5,57.9,0,0,57.1,5.6,,,
13981428,Bologna,Jens Odgaard,save,assisted,1672,13.0,67.3,0,0,54.3,1.3,1.6,52.9,0.0
13981428,Roma,Stephan El Shaarawy,miss,set-piece,1343,13.1,29.9,0,0,39.8,73.6,,,
13981428,Roma,Bryan Cristante,post,set-piece,1338,9.4,55.4,0,0,55.3,12.0,,,
13981428,Roma,Evan Ferguson,miss,assisted,904,14.2,55.6,0,0,57.6,9.7,,,
13981428,Roma,Matías Soulé,miss,regular,766,24.6,70.4,0,0,79.2,11.1,11.5,46.9,0.0
13981428,Roma,Evan Ferguson,save,assisted,654,18.5,53.9,0,0,47.3,16.5,3.8,51.3,0.0
13981428,Roma,Evan Ferguson,save,regular,280,3.4,32.4,0,0,48.7,3.2,0.5,44.8,0.0
13981425,Cagliari,Sebastiano Luperto,goal,set-piece,5599,8.6,46.8,0,0,53.1,7.0,,,
13981425,Cagliari,Gabriele Zappa,miss,set-piece,5413,9.5,54.1,0,0,40.8,15.3,,,
13981425,Cagliari,Zito Luvumbo,miss,assisted,5083,11.4,66.7,0,0,35.5,16.7,,,
13981425,Fiorentina,Jacopo Fazzini,block,assisted,5032,24.2,61.5,0,0,50.9,19.0,11.6,55.1,0.0
13981425,Cagliari,Zito Luvumbo,save,fast-break,4962,14.7,68.4,0,0,51.6,3.2,0.90000000000001,52.5,0.0
13981425,Cagliari,Gianluca Gaetano,save,assisted,4934,15.1,65.3,0,0,52.2,5.7,1.4,53.6,0.0
13981425,Cagliari,Gianluca Gaetano,block,free-kick,4804,18.9,65.0,0,0,51.1,16.7,10.1,57.9,0.0
13981425,Fiorentina,Moise Kean,miss,corner,4519,2.4,52.8,0,0,48.4,76.4,,,
13981425,Fiorentina,Rolando Mandragora,goal,assisted,4048,7.6,51.6,0,0,53.2,16.5,,,
13981425,Cagliari,Zito Luvumbo,save,fast-break,3948,15.0,52.5,0,0,51.2,5.1,2.2,50.9,0.0
13981425,Cagliari,Michael Folorunsho,miss,set-piece,3835,28.5,39.1,0,0,60.2,4.2,,,
13981425,Cagliari,Gennaro Borrelli,miss,set-piece,3315,4.1,43.3,0,0,58.8,6.9,,,
13981425,Fiorentina,Nicolò Fagioli,miss,regular,2872,22.9,46.7,0,0,39.8,27.8,13.4,50.5,0.0
13981425,Cagliari,Yerry Mina,miss,assisted,2655,28.1,76.4,0,0,44.7,86.1,,,
13981425,Cagliari,Sebastiano Esposito,miss,regular,2221,12.6,30.7,0,0,36.6,94.4,,,
13981425,Cagliari,Michael Folorunsho,save,corner,1274,6.3,58.2,0,0,52.4,6.9,0.099999999999994,49.3,0.0
13981425,Cagliari,Sebastiano Esposito,miss,assisted,1135,19.4,72.0,0,0,72.9,84.7,,,
13981425,Cagliari,Gennaro Borrelli,save,corner,798,8.7,42.4,0,0,49.2,22.2,0.90000000000001,48.4,0.0
13981438,Udinese,Hassane Kamara,miss,assisted,5574,9.8,26.6,0,0,50.1,70.8,,,
13981438,Udinese,Oumar Solet,block,assisted,5265,19.5,42.5,0,0,50.9,19.0,17.6,43.1,0.0
13981438,Udinese,Hassane Kamara,miss,set-piece,5172,24.7,21.6,0,0,62.0,76.4,,,
13981438,Udinese,Hassane Kamara,post,regular,4953,9.7,29.7,0,0,53.6,38.6,,,
13981438,Hellas Verona,Suat Serdar,goal,corner,4350,3.5,51.3,0,0,50.0,5.7,,,
13981438,Hellas Verona,Giovane,miss,corner,4349,8.0,37.4,0,0,39.0,5.6,2.2,50.5,0.0
13981438,Udinese,Keinan Davis,save,corner,3788,8.0,57.7,0,0,48.7,13.9,0.5,51.8,0.0
13981438,Udinese,Oier Zarraga,block,assisted,3742,23.8,73.0,0,0,48.9,19.0,21.4,70.8,0.0
13981438,Hellas Verona,Amin Sarr,block,assisted,3541,20.1,34.8,0,0,45.8,19.0,16.7,38.1,0.0
13981438,Udinese,Sandi Lovrić,miss,assisted,3388,13.2,61.7,0,0,61.7,75.0,,,
13981438,Udinese,Thomas Kristensen,goal,corner,3147,4.6,50.1,0,0,51.3,8.2,,,
13981438,Hellas Verona,Giovane,post,assisted,3060,17.9,70.9,0,0,47.8,39.2,,,
13981438,Hellas Verona,Giovane,save,regular,2948,21.5,40.5,0,0,53.2,23.4,1.6,50.2,0.0
13981438,Hellas Verona,Martin Frese,miss,free-kick,2865,29.3,42.7,0,0,50.4,56.9,,,
13981438,Udinese,Keinan Davis,miss,assisted,2664,14.1,46.6,0,0,54.8,69.4,,,
13981438,Udinese,Thomas Kristensen,block,throw-in-set-piece,2613,22.6,51.1,0,0,49.0,19.0,17.7,51.1,0.0
13981438,Hellas Verona,Giovane,save,assisted,2428,24.1,60.3,0,0,52.0,2.5,1.5,51.4,0.0
13981438,Hellas Verona,Antoine Bernede,miss,assisted,2333,25.3,63.8,0,0,58.2,59.7,,,
13981438,Udinese,Keinan Davis,save,regular,2173,12.0,39.0,0,0,52.2,14.6,1.0,48.7,0.0
13981438,Udinese,Oumar Solet,block,assisted,1727,26.9,48.3,0,0,50.6,19.0,25.1,48.4,0.0
13981438,Udinese,Jordan Zemura,miss,assisted,1295,11.3,37.4,0,0,43.2,84.7,,,
13981438,Udinese,Arthur Atta,save,assisted,919,24.7,22.1,0,0,52.6,5.1,0.90000000000001,49.8,0.0
13981438,Hellas Verona,Domagoj Bradarić,block,regular,68,24.7,39.7,0,0,48.9,19.0,12.9,45.1,0.0
13981444,Pisa,Idrissa Touré,block,assisted,5507,20.3,65.8,0,0,50.8,19.0,18.6,64.4,0.0
13981444,Pisa,Michel Aebischer,block,assisted,5311,14.2,68.7,0,0,49.3,19.0,11.0,64.6,0.0
13981444,Pisa,Ebenezer Akinsanmiro,block,regular,4928,28.5,48.1,0,0,51.5,19.0,22.1,48.2,0.0
13981444,Atalanta,Nicola Zalewski,miss,corner,4197,28.1,46.2,0,0,57.5,23.6,,,
13981444,Atalanta,Charles De Ketelaere,miss,corner,4191,9.7,60.9,0,0,61.8,4.2,7.5,52.2,0.0
13981444,Atalanta,Daniel Maldini,save,regular,4158,11.4,39.5,0,0,48.7,9.5,5.3,44.9,0.0
13981444,Atalanta,Gianluca Scamacca,miss,assisted,4007,9.8,59.3,0,0,98.8,11.1,6.3,6.1,0.0
13981444,Atalanta,Gianluca Scamacca,save,assisted,3801,9.2,41.9,0,0,51.0,25.9,1.8,47.8,0.0
13981444,Atalanta,Marten de Roon,block,corner,3790,24.8,46.5,0,0,49.3,19.0,11.6,48.7,0.0
13981444,Atalanta,Raoul Bellanova,save,assisted,3755,4.9,58.3,0,0,49.4,33.5,0.7,52.5,0.0
13981444,Pisa,Antonio Caracciolo,miss,set-piece,3613,4.3,67.5,0,0,35.8,34.7,,,
13981444,Pisa,Idrissa Touré,miss,set-piece,3611,8.8,53.0,0,0,28.4,4.2,2.9,65.0,0.0
13981444,Atalanta,Daniel Maldini,miss,assisted,3500,25.4,41.2,0,0,45.0,81.9,,,
13981444,Atalanta,Gianluca Scamacca,post,assisted,3447,6.3,53.4,0,0,51.4,39.9,,,
13981444,Atalanta,Berat Djimsiti,miss,regular,3369,8.5,40.9,0,0,49.2,97.2,,,
13981444,Atalanta,Gianluca Scamacca,save,assisted,3309,11.0,37.0,0,0,50.3,3.8,1.8,46.7,0.0
13981444,Atalanta,Gianluca Scamacca,goal,assisted,2985,12.5,36.6,0,0,45.5,5.7,,,
13981444,Atalanta,Gianluca Scamacca,miss,assisted,2897,18.4,33.6,0,0,44.9,75.0,,,
13981444,Pisa,Idrissa Touré,miss,corner,2364,5.1,44.2,0,0,74.1,19.4,,,
13981444,Pisa,Stefano Moreo,save,assisted,2323,5.2,52.6,0,0,49.5,27.2,1.0,50.9,0.0
13981444,Atalanta,Raoul Bellanova,miss,assisted,2173,5.1,62.4,0,0,42.9,37.5,,,
13981444,Atalanta,Raoul Bellanova,block,corner,1799,22.8,63.4,0,0,48.7,19.0,15.3,59.4,0.0
13981444,Atalanta,Charles De Ketelaere,block,fast-break,1771,11.3,69.7,0,0,48.5,19.0,9.9,67.5,0.0
13981444,Pisa,Isak Hien,goal,regular,1506,2.4,50.6,0,0,50.2,3.2,,,
13981444,Pisa,Stefano Moreo,miss,assisted,1504,7.9,58.7,0,0,81.8,8.3,3.8,37.5,0.0
13981444,Atalanta,Gianluca Scamacca,save,corner,1479,7.0,47.7,0,0,51.7,34.2,1.0,49.5,0.0
13981444,Atalanta,Daniel Maldini,miss,corner,998,24.7,32.7,0,0,44.7,83.3,,,
13981444,Pisa,Michel Aebischer,miss,regular,926,25.8,64.0,0,0,71.9,15.3,,,
13981444,Atalanta,Giorgio Scalvini,miss,assisted,813,14.4,57.4,0,0,37.5,13.9,,,
13981444,Pisa,Matteo Tramoni,save,assisted,683,15.4,36.8,0,0,48.4,4.4,1.5,47.5,0.0
13981444,Pisa,Samuele Angori,miss,assisted,395,29.0,43.9,0,0,61.2,87.5,,,
13981444,Atalanta,Charles De Ketelaere,miss,corner,179,15.0,53.4,0,0,40.2,12.5,,,
13981444,Atalanta,Marten de Roon,miss,corner,178,18.7,46.8,0,0,20.3,1.4,14.5,53.4,0.0
13981423,Lazio,Mario Gila Fuentes,miss,set-piece,5594,8.6,56.0,0,0,41.3,9.7,,,
13981423,Como,Maxence Caqueret,miss,corner,5473,20.4,38.7,0,0,57.3,73.6,,,
13981423,Lazio,Pedro,block,regular,4991,33.8,91.1,0,0,51.3,19.0,32.3,89.2,0.0
13981423,Como,Lucas Da Cunha,save,assisted,4911,23.1,60.8,0,0,53.7,10.1,1.5,51.1,0.0
13981423,Como,Mërgim Vojvoda,save,assisted,4782,27.9,50.3,0,0,50.3,5.7,2.5,49.6,0.0
13981423,Como,Máximo Perrone,miss,regular,4579,10.6,36.2,0,0,52.3,47.2,,,
13981423,Como,Mërgim Vojvoda,post,assisted,4576,10.4,60.8,0,0,52.7,40.5,,,
13981423,Como,Nico Paz,goal,free-kick,4330,24.7,35.8,0,0,53.8,31.6,,,
13981423,Como,Álvaro Morata,miss,assisted,4210,27.4,43.6,0,0,39.7,33.3,,,
13981423,Como,Jacobo Ramón,miss,assisted,3697,10.4,67.1,0,0,45.4,58.3,,,
13981423,Como,Mërgim Vojvoda,miss,assisted,3491,13.5,29.0,0,0,50.4,55.6,,,
13981423,Como,Lucas Da Cunha,miss,regular,3110,20.0,35.6,0,0,57.3,29.2,,,
13981423,Como,Anastasios Douvikas,goal,assisted,2789,13.8,64.2,0,0,52.1,29.7,,,
13981423,Lazio,Matteo Cancellieri,miss,assisted,2739,24.1,61.7,0,0,58.2,8.3,,,
13981423,Como,Nico Paz,save,assisted,2204,15.1,66.4,0,0,48.7,1.3,1.8,53.1,0.0
13981423,Lazio,Mattéo Guendouzi,save,assisted,2069,10.8,56.5,0,0,49.0,3.2,1.5,52.5,0.0
13981423,Como,Marc-Oliver Kempf,miss,set-piece,1850,3.2,46.0,0,0,56.8,58.3,,,
13981423,Como,Nico Paz,miss,assisted,1608,13.3,31.0,0,0,58.2,34.7,,,
13981423,Como,Mërgim Vojvoda,save,assisted,1369,15.8,37.2,0,0,46.2,22.8,2.8,48.0,0.0
13981423,Como,Jesús Rodriguez,miss,assisted,1206,7.7,39.4,0,0,57.1,11.1,,,
13981423,Como,Jacobo Ramón,miss,assisted,883,10.0,71.1,0,0,58.5,77.8,,,
13981423,Lazio,Nuno Tavares,miss,assisted,715,14.5,22.8,0,0,47.2,72.2,,,
13981423,Como,Nico Paz,miss,corner,275,19.0,40.0,0,0,59.8,79.2,,,
13981423,Como,Anastasios Douvikas,block,fast-break,238,8.8,35.8,0,0,51.4,19.0,7.5,37.7,0.0
13981424,Parma,Nahuel Estévez,block,corner,5609,22.7,52.8,0,0,52.1,19.0,18.9,52.0,0.0
13981424,Parma,Milan Đurić,miss,corner,5606,5.8,58.1,0,0,70.8,6.9,3.1,47.7,0.0
13981424,Parma,Adrián Bernabé,save,corner,5236,28.2,34.6,0,0,47.7,22.2,2.4,48.6,0.0
13981424,Parma,Mandela Keita,miss,assisted,5106,27.5,44.6,0,0,54.3,62.5,,,
13981424,Juventus,Dušan Vlahović,goal,fast-break,5014,7.1,48.4,0,0,54.2,9.5,,,
13981424,Juventus,Nicolás González,miss,corner,4827,4.0,43.3,0,0,60.3,15.3,,,
13981424,Juventus,Kenan Yıldız,save,assisted,4720,20.6,64.2,0,0,46.7,10.8,1.9,52.7,0.0
13981424,Parma,Lautaro Valenti,miss,regular,4602,30.5,40.8,0,0,51.3,73.6,,,
13981424,Parma,Mateo Pellegrino,miss,assisted,4350,3.8,61.5,0,0,96.5,2.8,6.6,43.0,0.0
13981424,Juventus,Kenan Yıldız,save,assisted,4272,17.8,51.7,0,0,51.0,2.5,2.0,50.2,0.0
13981424,Juventus,Khéphren Thuram,save,assisted,3883,24.3,32.7,0,0,50.4,18.4,2.4,49.3,0.0
13981424,Juventus,Jonathan David,goal,corner,3533,4.4,47.2,0,0,48.1,12.0,,,
13981424,Juventus,Jonathan David,block,assisted,3498,10.8,42.5,0,0,47.4,19.0,4.1,48.7,0.0
13981424,Juventus,Khéphren Thuram,miss,corner,3311,7.1,64.5,0,0,41.3,79.2,,,
13981424,Juventus,Francisco Conceição,block,assisted,3231,23.1,72.3,0,0,49.1,19.0,17.0,66.6,0.0
13981424,Juventus,Kenan Yıldız,miss,assisted,3017,14.7,24.4,0,0,42.2,4.2,,,
13981424,Juventus,Francisco Conceição,block,assisted,2978,23.9,66.3,0,0,50.1,19.0,12.3,58.3,0.0
13981424,Juventus,Federico Gatti,miss,assisted,2864,23.8,47.4,0,0,46.6,52.8,,,
13981424,Juventus,Khéphren Thuram,block,assisted,2859,13.5,42.1,0,0,49.7,19.0,11.5,43.3,0.0
13981424,Parma,Mateo Pellegrino,save,fast-break,2777,7.3,46.3,0,0,52.0,19.0,4.6,46.9,0.0
13981424,Juventus,Andrea Cambiaso,miss,assisted,2802,7.3,45.8,0,0,97.1,4.2,1.1,0.0,0.0
13981424,Juventus,Jonathan David,miss,assisted,2801,8.0,57.9,0,0,87.9,6.9,7.3,42.8,0.0
13981424,Juventus,Bremer,miss,set-piece,2486,5.4,54.2,0,0,41.3,9.7,,,
13981424,Juventus,Lloyd Kelly,block,assisted,2416,21.5,44.6,0,0,52.5,19.0,13.6,45.5,0.0
13981424,Juventus,Khéphren Thuram,save,assisted,2090,21.7,40.6,0,0,50.5,1.3,2.2,49.6,0.0
13981424,Juventus,Francisco Conceição,save,regular,1757,19.6,69.6,0,0,50.2,2.5,1.8,53.1,0.0
13981424,Juventus,Khéphren Thuram,miss,set-piece,1419,12.8,44.8,0,0,42.9,79.2,,,
13981424,Juventus,Jonathan David,miss,regular,928,3.2,59.7,0,0,42.7,16.7,,,
13981424,Juventus,Francisco Conceição,save,assisted,768,9.1,58.2,0,0,51.0,25.9,1.6,51.6,0.0
13981424,Juventus,Lloyd Kelly,miss,regular,732,18.8,35.0,0,0,32.6,8.3,11.5,43.0,0.0
13981424,Juventus,Bremer,miss,assisted,624,31.2,48.9,0,0,42.7,79.2,,,
13981424,Parma,Mathias Løvik,block,throw-in-set-piece,220,3.9,65.2,0,0,48.5,19.0,1.6,57.2,0.0
13981424,Juventus,Khéphren Thuram,miss,assisted,164,12.2,54.6,0,0,65.2,12.5,4.0,43.9,0.0
13981421,Torino,Che Adams,miss,assisted,5171,26.8,35.6,0,0,55.0,63.9,,,
13981421,Torino,Cristiano Biraghi,block,assisted,5021,14.7,29.5,0,0,51.1,19.0,11.9,33.2,0.0
13981421,Torino,Faustino Anjorin,block,assisted,4869,14.3,58.2,0,0,50.7,19.0,12.1,56.9,0.0
13981421,Torino,Che Adams,block,regular,4856,20.9,30.3,0,0,50.4,19.0,14.2,36.5,0.0
13981421,Inter,Ange-Yoan Bonny,goal,assisted,4286,13.2,48.2,0,0,50.9,19.6,,,
13981421,Inter,Henrikh Mkhitaryan,miss,assisted,4249,6.6,34.8,0,0,57.8,27.8,,,
13981421,Inter,Nicolò Barella,miss,free-kick,3925,21.1,42.7,0,0,51.6,69.4,,,
13981421,Inter,Marcus Thuram,goal,assisted,3700,5.0,56.5,0,0,54.0,0.6,,,
13981421,Torino,Zakaria Aboukhlal,save,regular,3670,10.8,30.6,0,0,51.1,14.6,2.3,45.3,0.0
13981421,Inter,Petar Sučić,block,corner,3498,19.7,52.6,0,0,48.1,19.0,17.7,52.5,0.0
13981421,Inter,Benjamin Pavard,save,corner,3450,8.1,70.6,0,0,45.8,20.3,1.0,53.4,0.0
13981421,Inter,Denzel Dumfries,block,assisted,3376,21.0,62.9,0,0,49.2,19.0,19.3,61.9,0.0
13981421,Inter,Lautaro Martínez,goal,regular,3060,6.3,67.0,0,0,52.9,3.2,,,
13981421,Torino,Giovanni Simeone,miss,assisted,2956,5.7,44.4,0,0,58.3,30.6,,,
13981421,Torino,Cyril Ngonge,block,assisted,2950,9.9,64.3,0,0,53.0,19.0,8.7,62.3,0.0
13981421,Inter,Marcus Thuram,miss,assisted,2890,10.6,32.3,0,0,41.0,26.4,,,
13981421,Torino,Cyril Ngonge,save,assisted,2716,26.5,65.4,0,0,49.2,1.9,2.0,50.5,0.0
13981421,Inter,Petar Sučić,save,corner,2665,18.1,63.4,0,0,47.3,20.3,1.9,50.9,0.0
13981421,Inter,Lautaro Martínez,miss,corner,2662,8.8,44.2,0,0,31.8,9.7,6.6,59.6,0.0
13981421,Inter,Francesco Acerbi,save,corner,2634,13.1,53.6,0,0,51.6,26.6,1.1,51.1,0.0
13981421,Inter,Alessandro Bastoni,miss,corner,2597,9.0,47.1,0,0,57.5,6.9,4.2,48.0,0.0
13981421,Inter,Petar Sučić,save,assisted,2523,25.7,58.6,0,0,49.5,3.2,1.4,50.5,0.0
13981421,Inter,Lautaro Martínez,block,assisted,2300,13.2,51.3,0,0,45.8,19.0,12.5,51.4,0.0
13981421,Torino,Nikola Vlašić,save,assisted,2247,9.2,43.0,0,0,45.4,34.2,1.2,49.5,0.0
13981421,Inter,Marcus Thuram,goal,assisted,2142,7.6,65.6,0,0,52.8,1.9,,,
13981421,Torino,Nikola Vlašić,block,assisted,2022,20.0,37.4,0,0,51.1,19.0,16.3,39.5,0.0
13981421,Torino,Cesare Casadei,save,corner,1855,5.5,49.5,0,0,50.9,32.3,4.0,49.5,0.0
13981421,Inter,Alessandro Bastoni,goal,corner,1058,5.4,35.8,0,0,46.1,8.2,,,
13981421,Inter,Petar Sučić,miss,assisted,934,20.0,67.5,0,0,49.7,79.2,,,
13981421,Inter,Lautaro Martínez,miss,throw-in-set-piece,796,15.3,56.2,0,0,36.8,22.2,,,
13981421,Torino,Giovanni Simeone,miss,assisted,715,11.0,48.7,0,0,59.3,2.8,1.6,42.2,0.0
13981421,Inter,Marcus Thuram,miss,assisted,42,5.7,52.6,0,0,43.7,59.7,,,
13981446,Lazio,Mattéo Guendouzi,block,assisted,5403,29.0,65.1,0,0,54.6,19.0,13.7,54.7,0.0
13981446,Lazio,Mattéo Guendouzi,miss,assisted,5153,29.4,48.7,0,0,51.4,55.6,,,
13981446,Lazio,Boulaye Dia,goal,assisted,4877,3.9,48.2,0,0,52.3,3.2,,,
